"player_id","dt","level","num_attempts","num_success"
"6dd5af4c7228fa353d505767143f5815","2014-01-04",4,3,1
"c7ec97c39349ab7e4d39b4f74062ec13","2014-01-01",8,4,1
"c7ec97c39349ab7e4d39b4f74062ec13","2014-01-05",12,6,0
"a32c5e9700ed356dc8dd5bb3230c5227","2014-01-03",11,1,1
"a32c5e9700ed356dc8dd5bb3230c5227","2014-01-07",15,6,0
"b94d403ac4edf639442f93eeffdc7d92","2014-01-01",8,8,1
"b94d403ac4edf639442f93eeffdc7d92","2014-01-05",12,15,1
"ff508e34a5d0157ea5e42f2ff9982660","2014-01-04",12,18,0
"83ee6c90911dcde3cac189f690310920","2014-01-04",4,1,1
"bef3afe9467a0a4b496a8b72a0840829","2014-01-07",15,27,0
"bab865e734918e4d680b1be518b9c148","2014-01-07",15,15,0
"4194741637f27d22b78106cf484a7641","2014-01-01",8,8,0
"701a1c2abd63b53e24782ef52e59e9e4","2014-01-07",15,3,0
"cdac1665b7a725f6850682a652e4af34","2014-01-07",15,17,0
"244ee3e1d8274ab03378223eb4831aa6","2014-01-07",15,5,0
"12c0cf02c3a48095b420583fb203ba94","2014-01-07",15,1,0
"8d7731a49b66b4c2b76103628f9af49b","2014-01-07",15,5,0
"0822ff21d064d90558fa6e9872eb77d5","2014-01-02",9,15,0
"a2eb28780561c3e4414efe886fc75888","2014-01-01",8,1,1
"ee7b7171ee4801f52b708ea090bf792b","2014-01-02",9,2,1
"5ddf44f41974acf2c8cd9bbcdb10bc40","2014-01-02",10,5,1
"0b3155819caf2a961f093080ad35b1c7","2014-01-05",12,8,0
"abd0f49d4c78c41a5e66dad7f6ceffd2","2014-01-04",4,1,1
"e60ef6f316a4e2ac1d5d80957aa2e65e","2014-01-04",11,1,1
"fff357d9e487d745b3cdcd8842c55f12","2014-01-07",15,5,0
"211a8e2e49f2c639f989e271dc503af1","2014-01-07",15,13,0
"793f01d46cf8e0a9c25ac195b58b6ab9","2014-01-03",10,4,1
"1970080561955b17cac235ba902cde37","2014-01-03",10,2,1
"1970080561955b17cac235ba902cde37","2014-01-07",14,7,1
"7b59437037dd768bcc5c4e6f64464c61","2014-01-05",5,4,1
"4b1e2fb3e349d93668c8745d7486c086","2014-01-06",14,2,1
"b15a37081bebda89d446185e1636d5ed","2014-01-04",4,3,1
"bb5b74252e2b58cfd6306ba8e7901f2e","2014-01-07",15,8,0
"f1518d98980dad4a920db0acc8468f6b","2014-01-03",11,5,1
"3c67c74404bf272e2f560edbf4eb08b5","2014-01-06",14,1,1
"34c094948e8323bb31645e1d998e7271","2014-01-07",14,5,1
"3129008ab287f765ddfe525f1de3cc18","2014-01-05",12,2,1
"0124cc532e9766197560be48d0865fbd","2014-01-05",5,15,0
"62b52492155b8bfb0b08aa5a5b33c517","2014-01-04",3,4,1
"28a85594a2d02f4b81f8deeef6b417ae","2014-01-05",12,14,0
"240ca903b62a874a04447e096ddef404","2014-01-05",12,5,1
"a96a6d3ea3894291c2134a6a04b2cbc9","2014-01-01",8,43,0
"b934993d930c03adba32bdb8cd707e80","2014-01-04",11,1,1
"a548df97e3852d2043edd8405f40bb44","2014-01-05",5,14,1
"b830fd58484c2146e4505dd962718add","2014-01-07",15,25,0
"8db79a0123787c3d48f7a33cf7a342e5","2014-01-05",12,1,0
"8c2b8a5336cee29876a9c9ec789f30fd","2014-01-05",5,12,0
"6dda44c2fbd0796a765d1e0d6e1f7978","2014-01-06",6,1,1
"f117ff243468baea79f18659265b40c6","2014-01-06",6,1,1
"2719bed92dd149246d5a9218a24595ae","2014-01-05",12,3,0
"28fde3acf29cb1b66eb33d912242ddc0","2014-01-05",13,2,1
"2413402afeb8a49edab61368295bb064","2014-01-01",1,1,0
"fb90e8a4d488bb51f43bdf58526f5c8c","2014-01-02",1,1,1
"fb90e8a4d488bb51f43bdf58526f5c8c","2014-01-06",5,1,1
"ca891aa16dbf19c915ecd80b7cb62c8c","2014-01-05",5,2,1
"e44d1b8f54a2b34c5830b9aab939dffa","2014-01-01",9,2,0
"64386fea901ae0d037c4fd958bb43e01","2014-01-07",14,1,0
"0e5d3654f88dcecefc155b8aa28f1dd0","2014-01-01",9,6,0
"af78b5a1b8c75af917d033e2c9cfe1ef","2014-01-05",4,2,1
"dfa477e854260a7489aac3a92aa8c6ec","2014-01-01",8,4,0
"dfa477e854260a7489aac3a92aa8c6ec","2014-01-05",12,4,1
"02b19c55380257ecbe51f6cddf96873e","2014-01-01",8,5,0
"7bff31f8a871d2ffb6329a2129a7dd47","2014-01-05",12,2,1
"66599843c47657f28b4dc46203fa88bd","2014-01-07",15,3,0
"6e8dd824ccd935ca41718c48f457381b","2014-01-01",9,7,0
"c2375b6504e13bb48471213060d6170a","2014-01-02",2,1,1
"80b41554947161a824206efc5c3d1bbf","2014-01-05",4,1,1
"65470f9e43e1ed4adcf9e9dda32b36ba","2014-01-04",12,7,1
"17bc499ac523b6ba863611f7e86a927a","2014-01-06",5,10,0
"5d9c6ff2efe4e22a629cd9e56e4e60b2","2014-01-05",12,9,1
"8412ff7abfc14bda0b6838e3b9e440b9","2014-01-05",4,2,0
"dcf55959ed012462197c19f425dae5ec","2014-01-04",12,21,0
"a054d9fb0a3fcecc3f47247ebaf01b98","2014-01-06",5,2,0
"aa04c747caacb5d98c051e166e57d019","2014-01-04",3,1,1
"5468c4d013539c8f4a42ab081a9f6208","2014-01-07",14,1,1
"cada1256871d936cf02cfc9b6e8fb647","2014-01-07",6,1,1
"0aefc33a366cb42507ba796d0fd0cf96","2014-01-04",12,4,0
"b9efd8aef53c4beed45d27947d9d7ac1","2014-01-04",12,2,1
"d42e26db7d8afc06a55ffe6993039e74","2014-01-07",7,1,1
"d30384451dfe03df407d57d7c84d3a08","2014-01-05",4,2,1
"73a7cc3a76e603175819b4488cb156de","2014-01-02",2,2,1
"ddcdf4a22ed3043c9f9a3cf23020860b","2014-01-03",11,7,0
"7b8c692fdffe10d42f427ad690f07f99","2014-01-04",12,4,1
"52204dbb556421a4a43211ab0ff8ac48","2014-01-02",9,1,1
"cac065a611619f28aafc7b94eadc8b86","2014-01-05",12,4,1
"834d17f2e87de4ebac84b2f89c65172e","2014-01-04",3,2,1
"58ac133d042304d7cf4b7a4a45e9aa35","2014-01-05",4,1,1
"b631dee6bde35c4bfd5a0efa79bc3cce","2014-01-07",15,3,0
"8f43f70f5cc73f6c779e91d7b33b3f4e","2014-01-03",10,6,1
"cdf7ceaa51a3b801b1028a5d466d2f87","2014-01-05",13,5,1
"590572372dd0563d423628f3d56fb955","2014-01-04",4,3,2
"e4e12b624c2163f9b6dc45399c647296","2014-01-01",8,1,0
"59f6fd7bd8775344164deb6dde68a0dd","2014-01-01",9,5,0
"3d5850a73f161d4da125bf684616db92","2014-01-07",15,8,0
"c27de4ce8bb2f5f1db6647e63b35b3ba","2014-01-05",12,16,0
"602719554b6e0223a2c70bbd6282b5e6","2014-01-05",12,17,1
"304ef77e0d12c39e68270cc082b2506f","2014-01-03",3,1,1
"3cef505e0a00d0b29c8ce66f5a908556","2014-01-05",4,1,0
"6dd63a833f8a9053620341fdf0a32e19","2014-01-07",15,2,0
"dee5098ac404dbe3ae6d4dd84ef89da7","2014-01-04",12,2,1
"9c06a79f2d168adabf32bc43aa263454","2014-01-07",7,2,1
"30c453f55729ee2fd98aed5114cadf39","2014-01-02",2,1,1
"359f0fae94449f1752fd77fda6dfd9c3","2014-01-02",2,1,1
"0054d03e9bdb72cb882c02efbe75f203","2014-01-03",3,1,1
"5091800171dc640a885092640c5ca416","2014-01-07",15,12,0
"21d671263766f1d6d7ee6636a2f6e7a2","2014-01-03",10,2,1
"7f753883d764bd8c4dd60454290304ca","2014-01-07",6,1,1
"8f7e1fda1b638dfc5d666a851ecb7f50","2014-01-02",10,1,0
"f42285f74eb614c26d2bd9d30046562a","2014-01-04",4,2,1
"3889a6f3902c39e9f82c15b0f0ed6259","2014-01-03",3,1,1
"6601891247e7573e4bfc079e6d824e86","2014-01-03",10,1,1
"8634a53e9707286a66fe237d6b9c1758","2014-01-05",12,3,1
"d3776ce14a1f7312b23142470ccbad11","2014-01-04",11,9,1
"626888098228632fdcf32b6d1bb03703","2014-01-01",9,28,1
