adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price,mp_commoditysource
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,11,2010,181.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,12,2010,182.1667,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,1,2011,148,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,2,2011,155,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,3,2011,178.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,4,2011,169,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,5,2011,172,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,6,2011,160.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,7,2011,155,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,8,2011,161.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,9,2011,180,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,10,2011,200,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,11,2011,212.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,12,2011,220,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,1,2012,180,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,2,2012,235,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,3,2012,200,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,4,2012,200,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,5,2012,272.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,6,2012,260,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,7,2012,225,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,8,2012,175,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,9,2012,200,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,10,2012,240,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,11,2012,220,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,12,2012,200,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,1,2013,213,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,2,2013,238,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,3,2013,290,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,4,2013,285.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,5,2013,281.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,6,2013,198.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,7,2013,184.75,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,8,2013,205.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,9,2013,225,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,10,2013,218.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,11,2013,207,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,12,2013,242,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,1,2014,200,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,2,2014,222,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,3,2014,231,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,4,2014,222,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,5,2014,234.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,6,2014,227.6667,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,7,2014,210,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,8,2014,227.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,68,Cassava,77,RWF,15,Retail,5,KG,9,2014,237.5,MINAGRI
