adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price,mp_commoditysource
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2010,325,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2010,310.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2011,283,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2011,275,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2011,285.6,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2011,309.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2011,316,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2011,304.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2011,309,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2011,322,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2011,345,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2011,339.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2011,314.6,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2011,339,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2012,270,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2012,280,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2012,306.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2012,336.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2012,337,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2012,342.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2012,315,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2012,336.6667,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2012,330,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2012,390,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2012,347.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2012,347.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2013,286.75,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2013,311,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2013,340.75,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2013,358.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2013,387.75,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2013,367.2,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2013,360.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2013,365.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2013,466,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2013,498.6667,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2013,503.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2013,396,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2014,337,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2014,344.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2014,419.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2014,402.6,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2014,374.25,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2014,387.75,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2014,405,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2014,411.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2014,403.75,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2014,385.6667,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2014,368,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2014,357,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2015,281,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2015,294,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2015,313.2,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2015,391.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2015,426.75,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2015,456.2,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2015,446,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2015,396.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2015,378.6,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2015,440.3333,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2015,402.5,MINAGRI
205,Rwanda,21973,$West/Iburengerazuba,1045,Birambo,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2015,437.6667,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2008,250,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2008,260,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2008,265,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2008,255,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2008,261.25,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2008,285,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2008,320,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2008,357.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2008,370,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2008,372.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2008,355,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2008,280,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2009,242.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2009,245,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2009,240,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2009,236.25,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2009,240,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2009,228.75,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2009,227.0833,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2009,252.2917,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2009,286.6667,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2009,338.8333,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2009,397.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2009,335,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2010,287.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2010,242.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,3,2010,229.7083,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,4,2010,228.75,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,5,2010,237.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,6,2010,241.25,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,7,2010,244.0833,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,8,2010,263.3333,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,9,2010,282,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,10,2010,285,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,11,2010,279.6667,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,12,2010,268.75,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,1,2011,201.5,MINAGRI
205,Rwanda,21971,$North/Amajyaruguru,1046,Base,262,Beans (dry),77,RWF,15,Retail,5,KG,2,2011,215,MINAGRI
